tax_id,Org_name,GeneID,CurrentID,Status,Symbol,Aliases,description,other_designations,map_location,chromosome,genomic_nucleotide_accession.version,start_position_on_the_genomic_accession,end_position_on_the_genomic_accession,orientation,exon_count,OMIM
9606,Homo sapiens,2736,0,live,GLI2,"CJS, HPE9, PHS2, THP1, THP2",GLI family zinc finger 2,; zinc finger protein GLI2|GLI family zinc finger protein 2|GLI-Kruppel family member GLI2|glioma-associated oncogene family zinc finger 2|oncogene GLI2|tax helper protein 1|tax helper protein 2|tax-responsive element-2 holding protein|tax-responsive element-25-bp sequence binding protein,2q14.2,2,NC_000002.12,120735865,120992653,plus,19,165230
9606,Homo sapiens,4925,0,live,NUCB2,"HEL-S-109, NEFA",nucleobindin 2,; nucleobindin-2|DNA-binding protein NEFA|epididymis secretory protein Li 109|gastric cancer antigen Zg4|nesfatin 1|novel DNA binding/EF-hand/leucine zipper protein|nucleobinding 2|prepronesfatin,11p15.1,11,NC_000011.10,17260337,17349980,plus,23,608020
9606,Homo sapiens,10411,0,live,RAPGEF3,"CAMP-GEFI, EPAC, EPAC1, HSU79275, bcm910",Rap guanine nucleotide exchange factor 3,; rap guanine nucleotide exchange factor 3|9330170P05Rik|EPAC 1|Rap guanine nucleotide exchange factor (GEF) 3|Rap1 guanine-nucleotide-exchange factor directly activated by cAMP|cAMP-regulated guanine nucleotide exchange factor I|exchange factor directly activated by cAMP 1|exchange protein directly activated by cAMP 1,12q13.11,12,NC_000012.12,47734363,47758880,minus,29,606057
9606,Homo sapiens,1103,0,live,CHAT,"CHOACTASE, CMS1A, CMS1A2, CMS6",choline O-acetyltransferase,; choline O-acetyltransferase|acetyl CoA:choline O-acetyltransferase|choline acetylase,10q11.23,10,NC_000010.11,49609095,49665104,plus,18,118490
9606,Homo sapiens,93986,0,live,FOXP2,"CAGH44, SPCH1, TNRC10",forkhead box P2,; forkhead box protein P2|CAG repeat protein 44|forkhead/winged-helix transcription factor|trinucleotide repeat containing 10|trinucleotide repeat-containing gene 10 protein,7q31.1,7,NC_000007.14,114086327,114693772,plus,24,605317
9606,Homo sapiens,1816,0,live,DRD5,"DBDR, DRD1B, DRD1L2",dopamine receptor D5,; D(1B) dopamine receptor|D1beta dopamine receptor|d(5) dopamine receptor|dopamine D5 receptor|dopamine receptor D1B,4p16.1,4,NC_000004.12,9781634,9784009,plus,1,126453
9606,Homo sapiens,8864,0,live,PER2,"FASPS, FASPS1",period circadian regulator 2,; period circadian protein homolog 2|circadian clock protein PERIOD 2|hPER2|period 2|period circadian clock 2|period circadian protein 2|period homolog 2,2q37.3,2,NC_000002.12,238244038,238290102,minus,25,603426
9606,Homo sapiens,5997,0,live,RGS2,G0S8,regulator of G protein signaling 2,"; regulator of G-protein signaling 2|G0 to G1 switch regulatory 8, 24kD|G0/G1 switch regulatory protein 8|cell growth-inhibiting gene 31 protein|cell growth-inhibiting protein 31|regulator of G-protein signaling 2, 24kDa",1q31.2,1,NC_000001.11,192809039,192812275,plus,5,600861
9606,Homo sapiens,5074,0,live,PAWR,"PAR4, Par-4",pro-apoptotic WT1 regulator,"; PRKC apoptosis WT1 regulator protein|PRKC, apoptosis, WT1, regulator|WT1-interacting protein|prostate apoptosis response protein 4|prostate apoptosis response protein PAR-4|prostate apoptosis response-4|transcriptional repressor PAR4",12q21.2,12,NC_000012.12,79584874,79691097,minus,13,601936
9606,Homo sapiens,815,0,live,CAMK2A,"CAMKA, CaMKIINalpha, CaMKIIalpha, MRD53, MRT63",calcium/calmodulin dependent protein kinase II alpha,; calcium/calmodulin-dependent protein kinase type II subunit alpha|CaM kinase II alpha subunit|CaM-kinase II alpha chain|CaMK-II alpha subunit|caM kinase II subunit alpha|caMK-II subunit alpha|calcium/calmodulin-dependent protein kinase (CaM kinase) II alpha|calcium/calmodulin-dependent protein kinase II alpha-B subunit|calcium/calmodulin-dependent protein kinase type II alpha chain,5q32,5,NC_000005.10,150219491,150290130,minus,20,114078
9606,Homo sapiens,3359,0,live,HTR3A,"5-HT-3, 5-HT3A, 5-HT3R, 5HT3R, HTR3",5-hydroxytryptamine receptor 3A,"; 5-hydroxytryptamine receptor 3A|5-HT3-A|5-hydroxytryptamine (serotonin) receptor 3A, ionotropic|5-hydroxytryptamine receptor 3|5HT3 serotonin receptor|serotonin receptor 3A|serotonin-gated ion channel receptor",11q23.2,11,NC_000011.10,113975075,113990313,plus,10,182139
9606,Homo sapiens,2572,0,live,GAD2,GAD65,glutamate decarboxylase 2,"; glutamate decarboxylase 2|65 kDa glutamic acid decarboxylase|GAD-65|Glutamate decarboxylase-2 (pancreas)|glutamate decarboxylase 2 (pancreatic islets and brain, 65kDa)|glutamate decarboxylase 65 kDa isoform",10p12.1,10,NC_000010.11,26216307,26304562,plus,16,138275
9606,Homo sapiens,5697,0,live,PYY,"PYY-I1, PYY",peptide YY,; peptide YY|peptide tyrosine tyrosine|prepro-PYY,17q21.31,17,NC_000017.11,43952733,44004469,minus,7,600781
9606,Homo sapiens,23286,0,live,WWC1,"HBEBP3, HBEBP36, KIBRA, MEMRYQTL, PPP1R168",WW and C2 domain containing 1,"; protein KIBRA|HBeAg-binding protein 3|WW, C2 and coiled-coil domain containing 1|kidney and brain protein|protein WWC1|protein phosphatase 1, regulatory subunit 168",5q34,5,NC_000005.10,168291645,168472303,plus,26,610533
9606,Homo sapiens,5582,0,live,PRKCG,"PKC-gamma, PKCC, PKCG, PKCI(3), PKCgamma, SCA14",protein kinase C gamma,; protein kinase C gamma type,19q13.42,19,NC_000019.10,53882197,53907652,plus,18,176980
9606,Homo sapiens,9722,0,live,NOS1AP,"6330408P19Rik, CAPON",nitric oxide synthase 1 adaptor protein,; carboxyl-terminal PDZ ligand of neuronal nitric oxide synthase protein|C-terminal PDZ domain ligand of neuronal nitric oxide synthase (CAPON)|C-terminal PDZ ligand of neuronal nitric oxide synthase protein|ligand of neuronal nitric oxide synthase with carboxyl-terminal PDZ domain|nitric oxide synthase 1 (neuronal) adaptor protein,1q23.3,1,NC_000001.11,162069691,162370475,plus,10,605551
9606,Homo sapiens,285780,0,live,LY86-AS1,"LY86-AS, LY86AS",LY86 antisense RNA 1,LY86 antisense RNA (non-protein coding)|LY86 antisense RNA 1 (non-protein coding),6p25.1,6,NC_000006.12,6346465,6622826,minus,8,
9606,Homo sapiens,6804,0,live,STX1A,"HPC-1, P35-1, STX1, SYN1A",syntaxin 1A,; syntaxin-1A|neuron-specific antigen HPC-1|syntaxin 1A (brain),7q11.23,7,NC_000007.14,73699210,73719673,minus,10,186590
9606,Homo sapiens,6812,0,live,STXBP1,"MUNC18-1, N-Sec1, NSEC1, P67, RBSEC1, UNC18, unc-18A, unc18-1",syntaxin binding protein 1,; syntaxin-binding protein 1|neuronal SEC1|protein unc-18 homolog 1|protein unc-18 homolog A,9q34.11,9,NC_000009.12,127612277,127692936,plus,20,602926
9606,Homo sapiens,2911,0,live,GRM1,"GPRC1A, MGLU1, MGLUR1, PPP1R85, SCA44, SCAR13",glutamate metabotropic receptor 1,"; metabotropic glutamate receptor 1|glutamate receptor, metabotropic 1|protein phosphatase 1, regulatory subunit 85",6q24.3,6,NC_000006.12,146027634,146437601,plus,11,604473
9606,Homo sapiens,4149,0,live,MAX,bHLHd4,MYC associated factor X,; protein max|class D basic helix-loop-helix protein 4,14q23.3,14,NC_000014.9,65006101,65102695,minus,10,154950
9606,Homo sapiens,478,0,live,ATP1A3,"AHC2, ATP1A1, CAPOS, DYT12, RDP",ATPase Na+/K+ transporting subunit alpha 3,"; sodium/potassium-transporting ATPase subunit alpha-3|ATPase, Na+/K+ transporting, alpha 3 polypeptide|Na(+)/K(+) ATPase alpha(III) subunit|Na(+)/K(+) ATPase alpha-3 subunit|Na+, K+ activated adenosine triphosphatase alpha subunit|Na+/K+ ATPase 3|sodium pump subunit alpha-3|sodium-potassium ATPase catalytic subunit alpha-3|sodium-potassium-ATPase, alpha 3 polypeptide|sodium/potassium-transporting ATPase alpha-3 chain",19q13.2,19,NC_000019.10,41966582,41994230,minus,24,182350
9606,Homo sapiens,2571,0,live,GAD1,"CPSQ1, GAD, SCP",glutamate decarboxylase 1,"; glutamate decarboxylase 1|67 kDa glutamic acid decarboxylase|GAD-67|glutamate decarboxylase 1 (brain, 67kDa)|glutamate decarboxylase 67 kDa isoform",2q31.1,2,NC_000002.12,170813210,170861151,plus,21,605363
9606,Homo sapiens,1374,0,live,CPT1A,"CPT1, CPT1-L, L-CPT1",carnitine palmitoyltransferase 1A,"; carnitine O-palmitoyltransferase 1, liver isoform|CPT I|CPTI-L|carnitine O-palmitoyltransferase I, liver isoform|carnitine palmitoyltransferase 1A (liver)|carnitine palmitoyltransferase I, liver",11q13.3,11,NC_000011.10,68754620,68844410,minus,22,600528
9606,Homo sapiens,8910,0,live,SGCE,"DYT11, ESG, epsilon-SG",sarcoglycan epsilon,"; epsilon-sarcoglycan|dystonia 11, myoclonic",7q21.3,7,NC_000007.14,94584980,94656205,minus,16,604149
9606,Homo sapiens,1630,0,live,DCC,"CRC18, CRCR1, HGPPS2, IGDCC1, MRMV1, NTN1R1",DCC netrin 1 receptor,; netrin receptor DCC|colorectal cancer suppressor|deleted in colorectal carcinoma|immunoglobulin superfamily DCC subclass member 1|putative colorectal tumor suppressor|tumor suppressor protein DCC,18q21.2,18,NC_000018.10,52340172,53535899,plus,32,120470
9606,Homo sapiens,5999,0,live,RGS4,"RGP4, SCZD9",regulator of G protein signaling 4,; regulator of G-protein signaling 4|schizophrenia disorder 9,1q23.3,1,NC_000001.11,163068606,163076802,plus,7,602516
9606,Homo sapiens,9378,0,live,NRXN1,"Hs.22998, PTHSL2, SCZD17",neurexin 1,; neurexin-1|neurexin I,2p16.3,2,NC_000002.12,49918503,51032536,minus,27,600565
9606,Homo sapiens,7049,0,live,TGFBR3,"BGCAN, betaglycan",transforming growth factor beta receptor 3,; transforming growth factor beta receptor type 3|TGF-beta receptor type 3|TGF-beta receptor type III|TGFR-3|betaglycan proteoglycan|transforming growth factor beta receptor III,1p22.1,1,NC_000001.11,91680343,91906002,minus,20,600742
9606,Homo sapiens,255239,0,live,ANKK1,"PKK2, sgK288",ankyrin repeat and kinase domain containing 1,; ankyrin repeat and protein kinase domain-containing protein 1|X-kinase|protein kinase PKK2|sugen kinase 288,11q23.2,11,NC_000011.10,113386014,113400416,plus,10,608774
9606,Homo sapiens,84700,0,live,MYO18B,KFS4,myosin XVIIIB,; unconventional myosin-XVIIIb|myosin 18B,22q12.1,22,NC_000022.11,25742133,26063847,plus,52,607295
9606,Homo sapiens,79648,0,live,MCPH1,"BRIT1, MCT",microcephalin 1,; microcephalin|BRCT-repeat inhibitor of TERT expression 1|truncated microcephalin,8p23.1,8,NC_000008.11,6406592,6648508,plus,23,607117
9606,Homo sapiens,161357,0,live,MDGA2,"MAMDC1, c14_5286",MAM domain containing glycosylphosphatidylinositol anchor 2,; MAM domain-containing glycosylphosphatidylinositol anchor protein 2|MAM domain containing 1,14q21.3,14,NC_000014.9,46836518,47675316,minus,23,611128
9606,Homo sapiens,9586,0,live,CREB5,"CRE-BPA, CREB-5, CREBPA",cAMP responsive element binding protein 5,; cyclic AMP-responsive element-binding protein 5|cAMP response element-binding protein CRE-BPa|cAMP-response element-binding protein A,7p15.1,7,NC_000007.14,28299321,28825894,plus,19,618262
9606,Homo sapiens,10288,0,live,LILRB2,"CD85D, ILT-4, ILT4, LIR-2, LIR2, MIR-10, MIR10",leukocyte immunoglobulin like receptor B2,"; leukocyte immunoglobulin-like receptor subfamily B member 2|CD85 antigen-like family member D|Ig-like transcript 4|leucocyte Ig-like receptor B2|leukocyte immunoglobulin-like receptor, subfamily B (with TM and ITIM domains), member 2|monocyte/macrophage immunoglobulin-like receptor 10|myeloid inhibitory receptor 10",19q13.42,19,NC_000019.10,54273812,54281178,minus,15,604815
9606,Homo sapiens,406921,0,live,MIR132,"MIRN132, miRNA132, mir-132",microRNA 132,hsa-mir-132,17p13.3,17,NC_000017.11,2049908,2050008,minus,1,610016
9606,Homo sapiens,818,0,live,CAMK2G,"CAMK, CAMK-II, CAMKG, MRD59",calcium/calmodulin dependent protein kinase II gamma,; calcium/calmodulin-dependent protein kinase type II subunit gamma|caMK-II subunit gamma|calcium/calmodulin-dependent protein kinase (CaM kinase) II gamma,10q22.2,10,NC_000010.11,73812501,73874591,minus,25,602123
9606,Homo sapiens,1593,0,live,CYP27A1,"CP27, CTX, CYP27",cytochrome P450 family 27 subfamily A member 1,"; sterol 26-hydroxylase, mitochondrial|5-beta-cholestane-3-alpha, 7-alpha, 12-alpha-triol 26-hydroxylase|5-beta-cholestane-3-alpha, 7-alpha, 12-alpha-triol 27-hydroxylase|cholestanetriol 26-monooxygenase|cytochrome P-450C27/25|cytochrome P450 27|cytochrome P450, family 27, subfamily A, polypeptide 1|cytochrome P450, subfamily XXVIIA (steroid 27-hydroxylase, cerebrotendinous xanthomatosis), polypeptide 1|sterol 27-hydroxylase|vitamin D(3) 25-hydroxylase",2q35,2,NC_000002.12,218781733,218815293,plus,9,606530
9606,Homo sapiens,1143,0,live,CHRNB4,,cholinergic receptor nicotinic beta 4 subunit,"; neuronal acetylcholine receptor subunit beta-4|acetylcholine receptor, nicotinic, beta 4 (neuronal)|cholinergic receptor, nicotinic, beta 4 (neuronal)|cholinergic receptor, nicotinic, beta polypeptide 4|neuronal nicotinic receptor beta 4 subunit",15q25.1,15,NC_000015.10,78623282,78655586,minus,15,118509
9606,Homo sapiens,10452,0,live,TOMM40,"C19orf1, D19S1177E, PER-EC1, PEREC1, TOM40",translocase of outer mitochondrial membrane 40,; mitochondrial import receptor subunit TOM40 homolog|mitochondrial outer membrane protein|p38.5|protein Haymaker|translocase of outer membrane 40 kDa subunit homolog|translocase of outer mitochondrial membrane 40 homolog,19q13.32,19,NC_000019.10,44891220,44903689,plus,11,608061
9606,Homo sapiens,5015,0,live,OTX2,"CPHD6, MCOPS5",orthodenticle homeobox 2,; homeobox protein OTX2|orthodenticle homolog 2,14q22.3,14,NC_000014.9,56799905,56810479,minus,5,600037
9606,Homo sapiens,2913,0,live,GRM3,"GLUR3, GPRC1C, MGLUR3, mGlu3",glutamate metabotropic receptor 3,"; metabotropic glutamate receptor 3|glutamate receptor, metabotropic 3",7q21.11-q21.12,7,NC_000007.14,86643909,86864876,plus,7,601115
9606,Homo sapiens,23370,0,live,ARHGEF18,"P114-RhoGEF, RP78, SA-RhoGEF, p114RhoGEF",Rho/Rac guanine nucleotide exchange factor 18,; rho guanine nucleotide exchange factor 18|114 kDa Rho-specific guanine nucleotide exchange factor|Rho-specific guanine nucleotide exchange factor p114|Rho/Rac guanine nucleotide exchange factor (GEF) 18|septin-associated RhoGEF,19p13.2,19,NC_000019.10,7348901,7476990,plus,35,616432
9606,Homo sapiens,26047,0,live,CNTNAP2,"AUTS15, CASPR2, CDFE, NRXN4, PTHSL1",contactin associated protein 2,; contactin-associated protein-like 2|cell recognition molecule Caspr2|contactin associated protein like 2|homolog of Drosophila neurexin IV,7q35-q36.1,7,NC_000007.14,146116207,148420998,plus,25,604569
9606,Homo sapiens,4543,0,live,MTNR1A,"MEL-1A-R, MT1",melatonin receptor 1A,; melatonin receptor type 1A|mel1a receptor,4q35.2,4,NC_000004.12,186532769,186555567,minus,3,600665
9606,Homo sapiens,3360,0,live,HTR4,"5-HT4, 5-HT4R",5-hydroxytryptamine receptor 4,"; 5-hydroxytryptamine receptor 4|5-hydroxytryptamine (serotonin) receptor 4, G protein-coupled|5-hydroxytryptamine receptor 4 transcript variant b2|5-hydroxytryptamine receptor 4 transcript variant b3|cardiac 5-HT4 receptor",5q32,5,NC_000005.10,148451032,148654527,minus,12,602164
9606,Homo sapiens,4986,0,live,OPRK1,"K-OR-1, KOR, KOR-1, OPRK",opioid receptor kappa 1,"; kappa-type opioid receptor|Opiate receptor, kappa-1|kappa opioid receptor",8q11.23,8,NC_000008.11,53225716,53251697,minus,5,165196
9606,Homo sapiens,1773,0,live,DNASE1,"DNL1, DRNI",deoxyribonuclease 1,"; deoxyribonuclease-1|DNase I, lysosomal|Dornase alfa|deoxyribonuclease I|human urine deoxyribonuclease I",16p13.3,16,NC_000016.10,3611737,3665472,plus,15,125505
9606,Homo sapiens,6303,0,live,SAT1,"DC21, KFSD, KFSDX, SAT, SSAT, SSAT-1",spermidine/spermine N1-acetyltransferase 1,; diamine acetyltransferase 1|diamine N-acetyltransferase 1|epididymis secretory sperm binding protein|polyamine N-acetyltransferase 1|putrescine acetyltransferase|spermidine/spermine N1-acetyltransferase alpha,Xp22.11,X,NC_000023.11,23783158,23786223,plus,7,313020
9606,Homo sapiens,5530,0,live,PPP3CA,"ACCIID, CALN, CALNA, CALNA1, CCN1, CNA1, IECEE, IECEE1, PPP2B",protein phosphatase 3 catalytic subunit alpha,"; serine/threonine-protein phosphatase 2B catalytic subunit alpha isoform|CAM-PRP catalytic subunit|calcineurin A alpha|calmodulin-dependent calcineurin A subunit alpha isoform|protein phosphatase 2B, catalytic subunit, alpha isoform|protein phosphatase 3 (formerly 2B), catalytic subunit, alpha isoform|protein phosphatase 3 catalytic subunit alpha isozyme",4q24,4,NC_000004.12,101023418,101348295,minus,16,114105
9606,Homo sapiens,2729,0,live,GCLC,"GCL, GCS, GLCL, GLCLC",glutamate-cysteine ligase catalytic subunit,; glutamate--cysteine ligase catalytic subunit|GCS heavy chain|gamma-ECS|gamma-glutamylcysteine synthetase,6p12.1,6,NC_000006.12,53497341,53545101,minus,16,606857
9606,Homo sapiens,387129,0,live,NPSR1,"ASRT2, GPR154, GPRA, NPSR, PGR14, VRR1",neuropeptide S receptor 1,; neuropeptide S receptor|G-protein coupled receptor 154|G-protein coupled receptor PGR14|G-protein coupled receptor for asthma susceptibility|vasopressin receptor-related receptor 1,7p14.3,7,NC_000007.14,34658218,34878332,plus,11,608595
9606,Homo sapiens,7850,0,live,IL1R2,"CD121b, CDw121b, IL-1R-2, IL-1RT-2, IL-1RT2c, IL1RB, IL1R2",interleukin 1 receptor type 2,"; interleukin-1 receptor type 2|CD121 antigen-like family member B|IL-1 type II receptor|IL-1R-beta|antigen CDw121b|interleukin 1 receptor type II variant 3|interleukin-1 receptor beta|interleukin-1 receptor type II|type II interleukin-1 receptor, beta",2q11.2,2,NC_000002.12,101991805,102028544,plus,15,147811
9606,Homo sapiens,1476,0,live,CSTB,"CPI-B, CST6, EPM1, EPM1A, PME, STFB, ULD",cystatin B,; cystatin-B|cystatin B (stefin B)|epididymis secretory sperm binding protein|liver thiol proteinase inhibitor,21q22.3,21,NC_000021.9,43773665,43776375,minus,3,601145
9606,Homo sapiens,3745,0,live,KCNB1,"DRK1, Kv2.1",potassium voltage-gated channel subfamily B member 1,"; potassium voltage-gated channel subfamily B member 1|delayed rectifier potassium channel 1|potassium voltage-gated channel, Shab-related subfamily, member 1|voltage-gated potassium channel subunit Kv2.1",20q13.13,20,NC_000020.11,49363877,49484033,minus,4,600397
9606,Homo sapiens,10769,0,live,PLK2,"SNK, hPlk2, hSNK",polo like kinase 2,; serine/threonine-protein kinase PLK2|PLK-2|serine/threonine-protein kinase SNK|serum-inducible kinase,5q11.2,5,NC_000005.10,58453982,58460139,minus,14,607023
9606,Homo sapiens,2915,0,live,GRM5,"GPRC1E, MGLUR5, PPP1R86, mGlu5",glutamate metabotropic receptor 5,"; metabotropic glutamate receptor 5|glutamate receptor, metabotropic 5|protein phosphatase 1, regulatory subunit 86",11q14.2-q14.3,11,NC_000011.10,88504576,89065963,minus,11,604102
9606,Homo sapiens,8714,0,live,ABCC3,"ABC31, EST90757, MLP2, MOAT-D, MRP3, cMOAT2",ATP binding cassette subfamily C member 3,"; canalicular multispecific organic anion transporter 2|ATP-binding cassette sub-family C member 3|ATP-binding cassette, sub-family C (CFTR/MRP), member 3|canicular multispecific organic anion transporter|multi-specific organic anion transporter D|multidrug resistance associated protein|multidrug resistance-associated protein 3",17q21.33,17,NC_000017.11,50634881,50692253,plus,31,604323
9606,Homo sapiens,23236,0,live,PLCB1,"EIEE12, PI-PLC, PLC-154, PLC-I, PLC-beta-1, PLC154A, PLCB1B, PLCB1",phospholipase C beta 1,"; 1-phosphatidylinositol 4,5-bisphosphate phosphodiesterase beta-1|1-phosphatidyl-D-myo-inositol-4,5-bisphosphate|inositoltrisphosphohydrolase|monophosphatidylinositol phosphodiesterase|phosphoinositidase C|phosphoinositide phospholipase C|phospholipase C, beta 1 (phosphoinositide-specific)|phospholipase C-I|triphosphoinositide phosphodiesterase",20p12.3,20,NC_000020.11,8132266,8884900,plus,33,607120
9606,Homo sapiens,55737,0,live,VPS35,"MEM3, PARK17",VPS35 retromer complex component,; vacuolar protein sorting-associated protein 35|hVPS35|maternal-embryonic 3|vacuolar protein sorting 35 homolog,16q11.2,16,NC_000016.10,46656132,46689194,minus,17,601501
9606,Homo sapiens,2891,0,live,GRIA2,"GLUR2, GLURB, GluA2, GluR-K2, HBGR2",glutamate ionotropic receptor AMPA type subunit 2,"; glutamate receptor 2|AMPA-selective glutamate receptor 2|gluR-2|gluR-B|glutamate receptor B flip isoform|glutamate receptor, ionotropic, AMPA 2",4q32.1,4,NC_000004.12,157220584,157370583,plus,17,138247
9606,Homo sapiens,9463,0,live,PICK1,"PICK, PRKCABP",protein interacting with PRKCA 1,; PRKCA-binding protein|protein interacting with C kinase 1|protein kinase C-alpha-binding protein,22q13.1,22,NC_000022.11,38056311,38075704,plus,14,605926
9606,Homo sapiens,4908,0,live,NTF3,"HDNF, NGF-2, NGF2, NT-3, NT3",neurotrophin 3,; neurotrophin-3|nerve growth factor 2|neurotrophic factor,12p13.31,12,NC_000012.12,5432108,5495299,plus,3,162660
9606,Homo sapiens,6822,0,live,SULT2A1,"DHEA-ST, DHEAS, HST, ST2, ST2A1, ST2A3, STD, hSTa",sulfotransferase family 2A member 1,"; bile salt sulfotransferase|alcohol/hydroxysteroid sulfotransferase|bile-salt sulfotranasferase 2A1|sulfotransferase family, cytosolic, 2A, dehydroepiandrosterone (DHEA)-preferring, member 1",19q13.33,19,NC_000019.10,47870467,47886315,minus,6,125263
9606,Homo sapiens,1439,0,live,CSF2RB,"CD131, CDw131, IL3RB, IL5RB, SMDP5, betaGMR",colony stimulating factor 2 receptor beta common subunit,"; cytokine receptor common subunit beta|GM-CSF/IL-3/IL-5 receptor common beta subunit|GM-CSF/IL-3/IL-5 receptor common beta-chain|beta common cytokine receptor|beta-GM-CSF receptor|colony stimulating factor 2 receptor, beta, low-affinity (granulocyte-macrophage)|colony-stimulating factor-2 receptor, beta, low-affinity|interleukin 3 receptor/granulocyte-macrophage colony stimulating factor 3 receptor, beta (high affinity)",22q12.3,22,NC_000022.11,36913574,36940449,plus,14,138981
9606,Homo sapiens,53833,0,live,IL20RB,"DIRS1, FNDC6, IL-20R2",interleukin 20 receptor subunit beta,; interleukin-20 receptor subunit beta|IL-20 receptor subunit beta|IL-20R-beta|IL-20RB|fibronectin type III domain containing 6|interleukin 20 receptor beta subunit|interleukin-20 receptor II,3q22.3,3,NC_000003.12,136957983,137011085,plus,9,605621
9606,Homo sapiens,100505566,0,live,LINC00578,,long intergenic non-protein coding RNA 578,,3q26.32,3,NC_000003.12,177441921,177752704,plus,4,
9606,Homo sapiens,5142,0,live,PDE4B,"DPDE4, PDEIVB",phosphodiesterase 4B,"; cAMP-specific 3',5'-cyclic phosphodiesterase 4B|dunce-like phosphodiesterase E4|phosphodiesterase 4B, cAMP-specific (phosphodiesterase E4 dunce homolog, Drosophila)",1p31.3,1,NC_000001.11,65792510,66374579,plus,25,600127
9606,Homo sapiens,1733,0,live,DIO1,"5DI, TXDI1",iodothyronine deiodinase 1,"; type I iodothyronine deiodinase|DIOI|deiodinase, iodothyronine type I|iodothyronine deiodinase type 1|thyroxine 5'-deiodinase|thyroxine deiodinase type I (selenoprotein)|type 1 DI|type-I 5'-deiodinase",1p32.3,1,NC_000001.11,53894187,53911086,plus,5,147892
9606,Homo sapiens,2752,0,live,GLUL,"GLNS, GS, PIG43, PIG59",glutamate-ammonia ligase,; glutamine synthetase|cell proliferation-inducing protein 59|glutamate decarboxylase|glutamine synthase|palmitoyltransferase GLUL|proliferation-inducing protein 43,1q25.3,1,NC_000001.11,182378093,182392206,minus,9,138290
9606,Homo sapiens,1373,0,live,CPS1,"CPSASE1, PHN",carbamoyl-phosphate synthase 1,"; carbamoyl-phosphate synthase [ammonia], mitochondrial|carbamoyl-phosphate synthase (ammonia)|carbamoyl-phosphate synthase 1, mitochondrial|carbamoylphosphate synthetase I",2q34,2,NC_000002.12,210477685,210679107,plus,43,608307
9606,Homo sapiens,8682,0,live,PEA15,"HMAT1, HUMMAT1H, MAT1, MAT1H, PEA-15, PED, PED-PEA15, PED/PEA15",proliferation and apoptosis adaptor protein 15,"; astrocytic phosphoprotein PEA-15|15 kDa phosphoprotein enriched in astrocytes|homolog of mouse MAT-1 oncogene|mammary transforming gene 1, mouse, homolog of|phosphoprotein enriched in astrocytes 15|phosphoprotein enriched in diabetes|proliferation and apoptosis adaptor 15",1q23.2,1,NC_000001.11,160205384,160215376,plus,6,603434
9606,Homo sapiens,406884,0,live,MIRLET7B,"LET7B, MIRNLET7B, hsa-let-7b, let-7b",microRNA let-7b,,22q13.31,22,NC_000022.11,46113686,46113768,plus,1,611249
9606,Homo sapiens,3399,0,live,ID3,"HEIR-1, bHLHb25","inhibitor of DNA binding 3, HLH protein","; DNA-binding protein inhibitor ID-3|ID-like protein inhibitor HLH 1R21|class B basic helix-loop-helix protein 25|helix-loop-helix protein HEIR-1|inhibitor of DNA binding 3, dominant negative helix-loop-helix protein|inhibitor of differentiation 3",1p36.12,1,NC_000001.11,23557926,23559501,minus,3,600277
9606,Homo sapiens,498,0,live,ATP5F1A,"ATP5A, ATP5A1, ATP5AL2, ATPM, COXPD22, HEL-S-123m, MC5DN4, MOM2, OMR, ORM, hATP1",ATP synthase F1 subunit alpha,"; ATP synthase subunit alpha, mitochondrial|ATP synthase alpha chain, mitochondrial|ATP synthase, H+ transporting, mitochondrial F1 complex, alpha subunit 1, cardiac muscle|ATP synthase, H+ transporting, mitochondrial F1 complex, alpha subunit, isoform 1, cardiac muscle|ATP synthase, H+ transporting, mitochondrial F1 complex, alpha subunit, isoform 2, non-cardiac muscle-like 2|ATP sythase (F1-ATPase) alpha subunit|epididymis secretory sperm binding protein Li 123m|mitochondrial ATP synthetase, oligomycin-resistant",18q21.1,18,NC_000018.10,46080248,46104233,minus,13,164360
9606,Homo sapiens,407017,0,live,MIR26B,"MIRN26B, hsa-mir-26b, miR-26b",microRNA 26b,,2q35,2,NC_000002.12,218402646,218402722,plus,1,612152
9606,Homo sapiens,5715,0,live,PSMD9,"Rpn4, p27","proteasome 26S subunit, non-ATPase 9","; 26S proteasome non-ATPase regulatory subunit 9|26S proteasome regulatory subunit p27|homolog of rat Bridge 1|proteasome (prosome, macropain) 26S subunit, non-ATPase, 9|proteasome 26S non-ATPase regulatory subunit 9",12q24.31,12,NC_000012.12,121888790,121918297,plus,6,603146
9606,Homo sapiens,7839,0,live,LEPQTL1,LSL,"Leptin, serum levels of",,2p21,2,,,,,,601694
